Voter ID,Age,Income,Employment Status,Sex,Marital Status,Education Level,State of Residence,Ethnicity,Region,Political Ideology,Registered Citizen Status,Sexuality,Military Status,Amount of Children,Likelihood to Vote,Income Bracket,Government Trust,Physical Health,Mental Health,Religion,Gun Possession Status
Democrat,64,340000,Unemployed,Female,Divorced,Bachelor's Degree,Wyoming,Hispanic,Unknown,Socialist,Registered,Heterosexual,Non-Veteran,5,Undecided,Low,Neutral,Fair,Fair,Christian,Non-Possessor
Democrat,25,15000,Employed,Male,Single,High School,Hawaii,Asian,Unknown,Liberal,Registered,Heterosexual,Non-Veteran,0,Unlikely,High,Neutral,Poor,Excellent,Hindu,Possessor
Republican,76,345000,Retired,Non-Binary,Widowed,Bachelor's Degree,Arizona,Other,Unknown,Progressive,Registered,Heterosexual,Non-Veteran,3,Unlikely,Low,Distrustful,Good,Excellent,Christian,Non-Possessor
Democrat,32,170000,Employed,Male,Single,Master's Degree,Alaska,White,Unknown,Centrist,Registered,Heterosexual,Non-Veteran,3,Undecided,Low,Distrustful,Good,Fair,Christian,Non-Possessor
Republican,64,290000,Self-employed,Female,Married,Associate Degree,New York,Other,Northeast,Conservative,Registered,Heterosexual,Non-Veteran,5,Undecided,Low,Distrustful,Excellent,Good,Christian,Possessor
Republican,61,280000,Employed,Male,Married,Doctoral Degree,Oregon,White,West Coast,Centrist,Registered,Heterosexual,Veteran,1,Unlikely,High,Neutral,Excellent,Excellent,Christian,Non-Possessor
Republican,35,200000,Unemployed,Male,Widowed,High School,Iowa,Black,Midwest,Progressive,Registered,Heterosexual,Non-Veteran,0,Undecided,High,Distrustful,Poor,Excellent,Christian,Non-Possessor
Democrat,78,135000,Employed,Male,Divorced,Bachelor's Degree,Ohio,Black,Midwest,Conservative,Registered,Gay,Non-Veteran,4,Unlikely,High,Trustful,Excellent,Fair,Hindu,Possessor
Democrat,40,155000,Self-employed,Male,Single,Associate Degree,Louisiana,Black,South,Centrist,Registered,Heterosexual,Non-Veteran,3,Unlikely,Low,Trustful,Good,Good,Hindu,Non-Possessor
Democrat,31,75000,Self-employed,Male,Single,Associate Degree,Utah,Hispanic,Unknown,Liberal,Registered,Heterosexual,Non-Veteran,1,Undecided,Middle,Distrustful,Good,Good,Christian,Non-Possessor
Republican,76,230000,Employed,Male,Widowed,Doctoral Degree,Mississippi,Other,South,Libertarian,Registered,Heterosexual,Non-Veteran,2,Undecided,Low,Trustful,Poor,Excellent,Christian,Non-Possessor
Democrat,53,320000,Unemployed,Female,Divorced,Master's Degree,Maryland,Other,South,Progressive,Registered,Heterosexual,Non-Veteran,2,Undecided,High,Neutral,Fair,Poor,Christian,Non-Possessor
Democrat,46,80000,Unemployed,Male,Divorced,High School,Illinois,Black,Midwest,Progressive,Registered,Heterosexual,Non-Veteran,0,Undecided,High,Distrustful,Fair,Poor,Hindu,Non-Possessor
Democrat,20,285000,Self-employed,Non-Binary,Married,Bachelor's Degree,South Dakota,Hispanic,Unknown,Liberal,Registered,Heterosexual,Non-Veteran,0,Likely,High,Neutral,Fair,Fair,Christian,Possessor
Republican,44,265000,Unemployed,Female,Widowed,Master's Degree,Hawaii,Black,Unknown,Libertarian,Registered,Heterosexual,Non-Veteran,4,Unlikely,High,Trustful,Good,Good,Christian,Possessor
Republican,33,285000,Retired,Female,Widowed,Associate Degree,Kansas,White,Unknown,Libertarian,Registered,Heterosexual,Non-Veteran,0,Undecided,Low,Distrustful,Poor,Fair,Christian,Possessor
Democrat,56,115000,Student,Male,Divorced,Associate Degree,Nebraska,Other,Unknown,Liberal,Registered,Heterosexual,Non-Veteran,2,Likely,Middle,Neutral,Excellent,Fair,Christian,Non-Possessor
Democrat,43,135000,Unemployed,Female,Divorced,High School,Texas,Asian,South,Socialist,Registered,Heterosexual,Non-Veteran,4,Likely,Middle,Trustful,Good,Good,Christian,Possessor
Republican,64,220000,Unemployed,Male,Single,Associate Degree,Pennsylvania,White,Northeast,Conservative,Registered,Heterosexual,Non-Veteran,0,Undecided,Middle,Trustful,Good,Good,Christian,Non-Possessor
Republican,52,320000,Retired,Female,Married,Associate Degree,Alabama,Hispanic,South,Centrist,Registered,Heterosexual,Non-Veteran,3,Likely,High,Neutral,Poor,Good,Christian,Non-Possessor
Republican,68,220000,Student,Female,Widowed,Associate Degree,California,White,West Coast,Centrist,Registered,Heterosexual,Non-Veteran,5,Likely,High,Trustful,Good,Good,Muslim,Non-Possessor
Democrat,60,65000,Self-employed,Female,Married,Master's Degree,Indiana,Other,Midwest,Socialist,Registered,Heterosexual,Non-Veteran,3,Undecided,Middle,Trustful,Poor,Good,Christian,Possessor
Democrat,26,245000,Employed,Male,Single,Master's Degree,Wyoming,Hispanic,Unknown,Progressive,Registered,Heterosexual,Non-Veteran,0,Unlikely,High,Distrustful,Poor,Fair,Muslim,Non-Possessor
Republican,77,330000,Employed,Male,Widowed,Associate Degree,North Carolina,Black,South,Progressive,Registered,Gay,Non-Veteran,5,Undecided,High,Neutral,Excellent,Excellent,Christian,Non-Possessor
Democrat,72,50000,Employed,Female,Widowed,Bachelor's Degree,Maryland,Black,South,Conservative,Registered,Heterosexual,Non-Veteran,3,Undecided,Middle,Trustful,Fair,Good,Muslim,Non-Possessor
Republican,61,310000,Retired,Female,Married,Associate Degree,Massachusetts,Asian,Northeast,Socialist,Registered,Heterosexual,Veteran,5,Unlikely,High,Distrustful,Good,Fair,Christian,Non-Possessor
Republican,58,280000,Retired,Male,Divorced,Doctoral Degree,Ohio,Hispanic,Midwest,Progressive,Registered,Heterosexual,Non-Veteran,5,Undecided,Low,Neutral,Excellent,Fair,Christian,Non-Possessor
Democrat,54,180000,Retired,Non-Binary,Divorced,Bachelor's Degree,Arizona,Hispanic,Unknown,Libertarian,Registered,Heterosexual,Non-Veteran,2,Undecided,Low,Trustful,Good,Fair,Hindu,Possessor
Democrat,38,185000,Student,Male,Widowed,Doctoral Degree,Indiana,Black,Midwest,Progressive,Registered,Heterosexual,Non-Veteran,2,Undecided,High,Neutral,Good,Fair,Muslim,Possessor
Republican,21,175000,Employed,Male,Single,Doctoral Degree,Florida,Other,South,Conservative,Registered,Heterosexual,Non-Veteran,5,Likely,Low,Trustful,Excellent,Good,Christian,Non-Possessor
Democrat,32,190000,Unemployed,Female,Married,Doctoral Degree,Massachusetts,Black,Northeast,Libertarian,Registered,Heterosexual,Non-Veteran,3,Unlikely,Middle,Trustful,Poor,Poor,Christian,Possessor
Democrat,39,65000,Unemployed,Male,Single,Bachelor's Degree,North Carolina,Black,South,Liberal,Registered,Gay,Non-Veteran,1,Unlikely,Low,Neutral,Good,Good,Christian,Non-Possessor
Republican,53,85000,Student,Male,Widowed,Associate Degree,Missouri,White,Midwest,Conservative,Registered,Heterosexual,Non-Veteran,1,Unlikely,High,Distrustful,Poor,Good,Christian,Possessor
Republican,62,155000,Self-employed,Male,Single,Associate Degree,Mississippi,Hispanic,South,Conservative,Registered,Heterosexual,Non-Veteran,0,Undecided,High,Trustful,Good,Good,Christian,Non-Possessor
Democrat,67,90000,Student,Male,Widowed,Associate Degree,Massachusetts,Hispanic,Northeast,Liberal,Registered,Heterosexual,Non-Veteran,1,Likely,High,Trustful,Poor,Good,Jewish,Non-Possessor
Democrat,46,105000,Student,Male,Single,High School,Texas,White,South,Libertarian,Registered,Heterosexual,Non-Veteran,3,Likely,High,Trustful,Poor,Poor,Jewish,Non-Possessor
Republican,62,290000,Self-employed,Male,Single,Doctoral Degree,Oregon,Other,West Coast,Socialist,Registered,Heterosexual,Non-Veteran,3,Likely,Low,Distrustful,Good,Good,Christian,Non-Possessor
Republican,34,210000,Employed,Male,Widowed,Bachelor's Degree,Louisiana,White,South,Centrist,Registered,Heterosexual,Non-Veteran,4,Undecided,High,Trustful,Excellent,Good,Christian,Possessor
Democrat,72,230000,Retired,Female,Divorced,Associate Degree,Arizona,Asian,Unknown,Libertarian,Registered,Heterosexual,Non-Veteran,2,Unlikely,Low,Neutral,Fair,Good,Muslim,Non-Possessor
Republican,62,85000,Employed,Male,Married,High School,South Carolina,Other,South,Centrist,Registered,Heterosexual,Non-Veteran,0,Likely,Middle,Distrustful,Excellent,Poor,Christian,Non-Possessor
Democrat,37,125000,Student,Male,Single,Bachelor's Degree,Georgia,Other,South,Centrist,Registered,Heterosexual,Non-Veteran,2,Undecided,Middle,Neutral,Poor,Fair,Christian,Non-Possessor
Democrat,37,160000,Unemployed,Male,Widowed,Master's Degree,Ohio,White,Midwest,Libertarian,Registered,Gay,Non-Veteran,5,Undecided,Low,Trustful,Poor,Fair,Jewish,Non-Possessor
Republican,33,175000,Employed,Female,Married,Bachelor's Degree,Florida,White,South,Conservative,Registered,Heterosexual,Non-Veteran,5,Unlikely,Middle,Trustful,Excellent,Good,Jewish,Non-Possessor
Democrat,31,25000,Student,Male,Married,Associate Degree,Kansas,Asian,Unknown,Libertarian,Registered,Heterosexual,Non-Veteran,0,Likely,High,Neutral,Fair,Fair,Muslim,Non-Possessor
Democrat,48,155000,Unemployed,Male,Widowed,Master's Degree,Minnesota,Asian,Midwest,Conservative,Registered,Heterosexual,Non-Veteran,0,Likely,Middle,Neutral,Fair,Poor,Jewish,Non-Possessor
Republican,23,345000,Employed,Male,Widowed,Master's Degree,Nevada,White,Unknown,Liberal,Registered,Heterosexual,Non-Veteran,5,Undecided,High,Trustful,Fair,Good,Christian,Non-Possessor
Republican,67,170000,Employed,Male,Divorced,High School,New Jersey,Black,Northeast,Centrist,Registered,Heterosexual,Non-Veteran,4,Likely,Low,Distrustful,Poor,Excellent,Christian,Non-Possessor
Republican,46,260000,Employed,Female,Single,Master's Degree,Illinois,Hispanic,Midwest,Conservative,Registered,Heterosexual,Non-Veteran,1,Undecided,High,Neutral,Excellent,Excellent,Christian,Possessor
Republican,21,70000,Employed,Male,Single,Associate Degree,South Carolina,Asian,South,Conservative,Registered,Heterosexual,Veteran,4,Undecided,High,Neutral,Fair,Poor,Christian,Possessor
Democrat,22,80000,Self-employed,Male,Married,Doctoral Degree,Pennsylvania,Other,Northeast,Socialist,Registered,Heterosexual,Non-Veteran,2,Undecided,Middle,Trustful,Poor,Fair,Muslim,Non-Possessor
